Entity,Date,Calls,Distributions,Other Outflow,Other Inflow,Transaction Type,Notes
4002,06/05/2018,"(150,000.00)",,,,,
4002,01/31/2019,"(8,758.90)",,,,,
4002,02/26/2019,"(9,284.80)",,,,,
4003,11/21/2013,"(1,985,000.00)",,,,,
4003,11/25/2013,"(15,000.00)",,,,,
4003,07/22/2014,"(500,000.00)",,,,,
4003,03/03/2015,"(200,000.00)",,,,,
4003,07/31/2015,"(300,000.00)",,,,,
4003,01/26/2016,"(100,000.00)",,,,,
4003,04/07/2016,"(25,000.00)",,,,,
4003,06/28/2016,"(25,000.00)",,,,,
4003,07/19/2016,"(25,000.00)",,,,,
4003,08/22/2018,,"1,054.00 ",,,,
4004,12/19/2012,"(950,000.00)",,,,,
4004,12/19/2012,"(5,000.00)",,,,,
4004,12/21/2012,"(45,000.00)",,,,,
4004,02/27/2013,"(800,000.00)",,,,,
4004,09/12/2014,"(300,000.00)",,,,,
4004,01/08/2016,"(44,654.00)",,,,,
4004,05/13/2016,,"49,119.00 ",,,,
4005,06/04/2012,"(1,200,000.00)",,,,,
4005,11/05/2012,"(500,000.00)",,,,,
4005,09/10/2013,"(2,300,000.00)",,,,,
4005,05/11/2016,"(225,000.00)",,,,,
4005,12/30/2016,"(518,803.00)",,,,,
4005,09/01/2017,"(532,826.00)",,,,,
4005,10/03/2017,,"5,255.27 ",,,,
4005,11/02/2017,,"5,430.45 ",,,,
4005,12/05/2017,,"5,255.27 ",,,,Interest distribution
4005,01/03/2018,,"5,430.45 ",,,,
4005,02/02/2018,,"5,430.45 ",,,,
4005,03/05/2018,,"4,904.92 ",,,,
4005,06/01/2018,"(250,000.00)",,,,,
4005,10/26/2018,"(100,000.00)",,,,,
4006,02/11/2013,"(150,000.00)",,,,,
4006,10/08/2013,"(1,945,000.00)",,,,,
4006,11/05/2013,"(40,000.00)",,,,,
4006,11/07/2013,"(15,000.00)",,,,,
4006,12/27/2017,"(600,000.00)",,,,,
4006,03/07/2019,"(50,000.00)",,,,,
4007,08/03/2011,"(520,000.00)",,,,,
4007,03/07/2013,"(250,000.00)",,,,,
4007,01/11/2019,"(6,916.25)",,,,,
4008,11/23/2012,"(110,000.00)",,,,,
4008,12/13/2012,"(48,000.00)",,,,,
4008,12/13/2012,"(2,000.00)",,,,102,
4008,04/24/2013,"(100,000.00)",,,,,
4008,07/19/2013,"(100,000.00)",,,,,
4008,07/19/2013,"(40,000.00)",,,,102,
4008,03/24/2014,"(92,500.00)",,,,,
4008,03/24/2014,"(123,000.00)",,,,,
4008,04/04/2014,"(2,500.00)",,,,102,
4009,10/23/2013,"(500,000.00)",,,,,
4009,05/22/2015,"(500,000.00)",,,,,
4009,05/03/2018,"(250,000.00)",,,,,
4009,06/18/2018,"(250,000.00)",,,,,
4009,12/06/2018,"(125,000.00)",,,,,
4009,01/15/2019,"(171,666.67)",,,,,
4010,12/13/2012,"(1,271,219.00)",,,,,
4010,12/13/2012,"(10,341.00)",,,,103,
4010,12/14/2012,"(40,000.00)",,,,103,
4010,01/15/2013,"(160,551.63)",,,,,
4010,01/15/2013,"(4,287.52)",,,,103,
4010,02/20/2013,"(333,424.65)",,,,,
4010,03/21/2013,"(228,630.23)",,,,,
4010,04/17/2013,"(158,845.00)",,,,,
4010,05/09/2013,"(297,010.54)",,,,,
4010,06/19/2013,"(292,214.86)",,,,,
4010,07/19/2013,"(392,467.03)",,,,,
4010,08/24/2013,"(255,162.69)",,,,,
4010,09/20/2013,"(103,399.10)",,,,,
4010,10/22/2013,"(134,868.40)",,,,,
4010,11/22/2013,"(75,446.68)",,,,,
4010,12/20/2013,"(181,697.70)",,,,,
4010,07/03/2014,"(53,600.48)",,,,,
4010,12/23/2015,,"74,926.89 ",,,,
4010,06/24/2016,,"131,122.05 ",,,,
4010,09/28/2016,,"127,375.71 ",,,,
4010,12/20/2016,,"134,868.40 ",,,,
4010,04/05/2017,,"6,248,688.00 ",,,,
4010,06/30/2017,,"54,088.73 ",,,,
4011,12/11/2013,"(300,000.00)",,,,,
4011,09/15/2014,"(50,000.00)",,,,,
4011,09/15/2014,"(200,000.00)",,,,,
4011,03/17/2015,"(50,000.00)",,,,,
4011,07/24/2015,"(75,000.00)",,,,,
4011,07/24/2015,,"507,035.00 ",,,,
4011,08/17/2015,,"667,848.00 ",,,,
4011,08/17/2016,,"131,891.27 ",,,,
4011,08/23/2017,,"132,389.00 ",,,,
4012,09/19/2013,"(749,999.90)",,,,,
4012,05/29/2014,"(200,000.00)",,,,,
4012,11/09/2016,"(60,000.00)",,,,,
4012,12/23/2016,"(125,000.00)",,,,,
4012,02/06/2017,"(25,000.00)",,,,,
4012,06/22/2017,"(90,000.00)",,,,,
4012,08/08/2018,"(100,000.00)",,,,,
4013,03/11/2013,"(199,999.96)",,,,,
4013,10/16/2013,"(25,000.00)",,,,,
4013,03/03/2014,"(350,000.14)",,,,,
4013,12/18/2014,"(455,000.00)",,,,,
4013,12/01/2017,"(500,000.00)",,,,,
4013,05/25/2018,"(1,249,999.99)",,,,,
4014,10/02/2013,"(500,001.00)",,,,,
4014,01/30/2018,"(900,000.00)",,,,,
4015,03/18/2013,"(1,500,000.00)",,,,,
4015,03/18/2013,"(7,500.00)",,,,104,
4015,09/30/2013,,"87,234.73 ",,,,
4015,12/23/2013,,"31,155.26 ",,,,
4015,06/14/2014,,"23,366.00 ",,,,
4015,11/26/2014,,"85,676.98 ",,,,
4015,04/28/2015,,"2,206,293.00 ",,,,
4015,12/31/2015,,"57,053.25 ",,,,
4015,06/30/2016,,"6,495.86 ",,,,
4016,04/01/2014,"(125,006.32)",,,,,
4016,02/13/2015,"(500,000.00)",,,,,
4016,11/27/2017,"(138,976.00)",,,,,
4017,11/20/2012,"(100,000.00)",,,,,
4017,09/04/2013,"(60,000.00)",,,,,
4017,11/05/2013,"(180,000.00)",,,,,
4017,01/14/2016,"(200,000.00)",,,,,
4017,09/26/2016,"(400,000.42)",,,,,
4017,11/11/2017,"(50,000.00)",,,,,
4017,11/19/2018,"(100,000.00)",,,,,
4018,10/17/2013,"(100,000.00)",,,,,
4018,04/10/2015,"(200,000.00)",,,,,
4018,08/10/2016,"(250,000.00)",,,,,
4018,05/26/2017,,"450,000.00 ",,,,
4018,08/10/2017,,"66,860.00 ",,,,
4019,05/28/2013,"(600,000.00)",,,,,
4019,02/24/2016,,"37,347.95 ",,,,
5001,02/06/2017,"(750,000.00)",,,,,
5002,12/15/2014,"(249,999.00)",,,,,
5002,02/13/2018,"(125,000.00)",,,,,
5002,06/20/2019,"(145,000.00)",,,,,
5003,07/19/2016,"(250,000.00)",,,,,
5004,07/16/2015,"(250,000.00)",,,,,
5005,07/11/2014,"(600,000.00)",,,,,
5005,07/14/2015,"(799,996.00)",,,,,
5006,06/03/2014,"(250,000.00)",,,,,
5006,02/24/2015,"(500,000.00)",,,,,
5006,09/10/2015,"(675,000.00)",,,,,
5006,09/01/2017,"(685,225.00)",,,,,
5007,06/24/2014,"(914,996.04)",,,,,
5007,11/02/2015,"(2,000,000.00)",,,,,
5007,01/17/2017,"(2,500,000.00)",,,,,
5007,07/20/2018,"(250,000.00)",,,,,
5008,04/04/2014,"(350,000.00)",,,,,
5008,02/12/2015,"(450,000.00)",,,,,
5008,04/14/2015,"(42,125.00)",,,,,
5008,11/16/2015,"(55,000.00)",,,,,
5008,11/27/2015,"(25,000.00)",,,,,
5008,12/04/2015,"(12,500.00)",,,,,
5008,12/10/2015,"(12,548.92)",,,,,
5008,12/14/2015,"(32,500.00)",,,,,
5008,12/28/2015,"(25,000.00)",,,,,
5008,01/11/2016,"(25,000.00)",,,,,
5008,02/18/2016,"(18,750.00)",,,,,
5008,03/11/2016,"(25,000.00)",,,,,
5008,05/16/2016,"(50,000.00)",,,,,
5008,08/01/2016,"(50,000.00)",,,,,
5008,02/27/2017,"(400,000.00)",,,,,
5008,06/29/2017,"(25,000.00)",,,,,
5008,12/26/2017,"(187,500.00)",,,,,
5008,03/22/2018,"(125,000.09)",,,,,
5008,05/17/2018,"(125,000.00)",,,,,
5008,10/03/2018,"(50,000.00)",,,,,
5008,01/31/2019,"(100,000.00)",,,,,
5009,03/11/2016,"(900,000.00)",,,,,
5009,04/27/2016,"(150,000.00)",,,,,
5009,10/07/2016,"(750,000.00)",,,,,
5009,12/23/2016,"(246,576.00)",,,,,
5009,03/15/2017,"(100,000.00)",,,,,
5009,04/10/2017,"(251,618.00)",,,,,
5009,06/21/2017,"(173,961.09)",,,,,
5009,10/17/2017,"(200,000.00)",,,,,
5010,09/17/2015,"(1,500,000.00)",,,,,
5010,03/07/2017,"(625,000.00)",,,,,
5010,06/25/2018,"(500,000.00)",,,,,
5011,02/27/2017,"(422,500.00)",,,,,
5011,09/01/2017,"(250,000.00)",,,,,
5011,06/29/2018,"(750,000.00)",,,,,
5011,07/23/2018,,"37,998.00 ",,,,
5012,05/15/2015,"(500,000.00)",,,,,
5012,04/29/2016,"(1,000,004.00)",,,,,
5013,07/14/2017,"(950,000.00)",,,,,
5013,03/06/2018,"(500,000.00)",,,,,
5014,09/20/2014,"(1,300,000.00)",,,,,
5014,09/02/2015,"(500,000.00)",,,,,
5014,03/25/2016,,"1,355,971.00 ",,,,"HoneyBook acquired The Spot. KEC received  1 ) Honeybook’s preferred: 836,385 shares x $1.171/share = $979,406.95 (Implied valuation)"
5015,07/30/2014,"(2,990,007.53)",,,,,
5015,09/05/2014,"(10,000.00)",,,,102,
5015,08/29/2016,"(250,000.00)",,,,,
5016,06/25/2015,"(250,000.00)",,,,,
5017,09/09/2014,"(625,000.00)",,,,,
5018,11/21/2016,"(700,000.00)",,,,,
5019,08/26/2015,"(800,000.00)",,,,,
5019,02/27/2017,,"318,352.00 ",,,,
5020,07/26/2016,"(849,999.17)",,,,,
5021,11/02/2015,"(900,000.00)",,,,,
5021,01/05/2017,"(350,000.00)",,,,,
5021,03/12/2018,"(400,000.00)",,,,,
5022,11/27/2017,"(200,000.00)",,,,,
5022,02/12/2018,"(200,000.00)",,,,,
5023,11/06/2015,"(3,000,000.00)",,,,,
5023,03/31/2017,"(562,499.20)",,,,,
5023,11/11/2017,"(374,999.46)",,,,,
5023,08/13/2018,"(650,000.00)",,,,,
5024,09/14/2017,"(500,000.00)",,,,,
5024,03/25/2019,"(250,000.00)",,,,,
5025,04/01/2014,"(125,006.32)",,,,,
5025,02/13/2015,"(500,000.00)",,,,,
5025,11/27/2017,"(138,976.00)",,,,,
5026,07/18/2016,"(200,000.00)",,,,,
5026,03/28/2017,"(150,000.00)",,,,,
5026,12/26/2017,"(600,000.00)",,,,,
5026,04/19/2019,"(699,999.00)",,,,,
5027,03/16/2015,"(125,000.00)",,,,,
5028,08/29/2014,"(849,999.67)",,,,,
5028,05/26/2017,"(50,000.00)",,,,,
5028,01/16/2019,"(155,000.00)",,,,,
5029,08/24/2015,"(800,000.00)",,,,,
5029,02/03/2016,"(200,000.00)",,,,,
5029,05/25/2016,"(500,000.00)",,,,,
5029,05/03/2017,"(500,000.00)",,,,,
5029,07/18/2018,"(416,667.00)",,,,,
5030,10/05/2016,"(1,499,999.24)",,,,,
5031,02/23/2015,"(100,000.00)",,,,,
5031,09/16/2015,,"36,834.00 ",,,,
6001,06/21/2018,"(99,999.00)",,,,,
6002,12/01/2017,"(50,000.00)",,,,,
6003,02/12/2018,"(50,000.00)",,,,,
6003,12/21/2018,"(50,000.00)",,,,,
6004,12/29/2017,"(50,000.00)",,,,,
6005,11/23/2018,"(100,002.00)",,,,,
7001,08/01/2005,"(2,500,000.00)",,,,,
7001,08/22/2014,,"3,370,706.80 ",,,,95% of account value. 5% in escrow until year-end audit
7001,04/15/2015,,"177,415.55 ",,,,
7002,08/01/2005,"(2,500,000.00)",,,,,
7002,08/22/2014,,"3,370,706.80 ",,,,95% of account value. 5% in escrow until year-end audit
7002,04/15/2015,,"177,415.55 ",,,,
7003,03/07/2006,"(2,500,000.00)",,,,,
7003,07/17/2006,,"65,095.35 ",,,,
7003,10/16/2006,,"106,471.99 ",,,,
7003,01/17/2007,,"91,266.87 ",,,,
7003,04/15/2007,,"140,445.05 ",,,,
7003,07/15/2007,,"93,457.94 ",,,,
7003,10/15/2007,,"102,175.91 ",,,,
7003,01/15/2008,,"123,054.78 ",,,,
7003,04/15/2008,,"171,125.29 ",,,,
7003,07/15/2008,,"132,013.70 ",,,,
7003,10/15/2008,,"116,705.56 ",,,,
7003,01/15/2009,,"12,024.59 ",,,,
7003,10/15/2009,,"13,323.98 ",,,,
7003,01/15/2010,,"65,577.39 ",,,,
7003,04/20/2010,,"151,962.45 ",,,,
7003,07/15/2010,,"154,348.39 ",,,,
7003,11/01/2010,,"175,962.75 ",,,,
7003,01/18/2011,,"181,835.63 ",,,,
7003,04/15/2011,,"219,846.33 ",,,,
7003,07/15/2011,,"230,703.00 ",,,,
7003,10/17/2011,,"224,398.87 ",,,,
7003,01/17/2012,,"203,910.03 ",,,,
7003,04/16/2012,,"229,168.40 ",,,,
7003,07/16/2012,,"220,059.84 ",,,,
7003,10/15/2012,,"223,430.11 ",,,,
7003,01/15/2013,,"196,300.32 ",,,,
7003,04/15/2013,,"160,719.87 ",,,,
7003,07/15/2013,,"112,804.45 ",,,,
7003,10/15/2013,,"105,109.04 ",,,,
7003,01/15/2014,,"101,825.19 ",,,,
7003,04/15/2014,,"101,362.52 ",,,,
7003,07/15/2014,,"61,340.33 ",,,,
7003,10/15/2014,,"57,109.68 ",,,,
7003,01/15/2015,,"1,627,881.45 ",,,,
7003,05/21/2015,,"38,125.00 ",,,,
7003,05/28/2015,,"28,826.00 ",,,,
7003,06/19/2015,,487.65 ,,,,
7004,10/31/2005,"(2,000,000.00)",,,,,
7004,12/20/2005,,"9,191.20 ",,,,
7004,03/20/2006,,"12,908.74 ",,,,
7004,06/20/2006,,"25,301.98 ",,,,
7004,09/20/2006,,"41,939.98 ",,,,
7004,12/20/2006,,"35,127.58 ",,,,
7004,03/21/2007,,"80,588.00 ",,,,
7004,06/20/2007,,"36,809.57 ",,,,
7004,09/20/2007,,"70,693.81 ",,,,
7004,12/20/2007,,"36,557.14 ",,,,
7004,03/20/2008,,"85,826.67 ",,,,
7004,06/20/2008,,"75,070.15 ",,,,
7004,09/22/2008,,"78,001.68 ",,,,
7004,12/22/2008,,"63,820.64 ",,,,
7004,03/20/2009,,"79,944.29 ",,,,
7004,06/25/2009,,"52,331.95 ",,,,
7004,09/21/2009,,"51,332.17 ",,,,
7004,12/22/2009,,"60,110.55 ",,,,
7004,03/22/2010,,"53,329.37 ",,,,
7004,06/21/2010,,"54,913.37 ",,,,
7004,09/20/2010,,"57,577.64 ",,,,
7004,12/24/2010,,"59,123.29 ",,,,
7004,03/21/2011,,"61,691.61 ",,,,
7004,06/21/2011,,"59,147.40 ",,,,
7004,09/20/2011,,"59,844.76 ",,,,
7004,12/20/2011,,"58,101.15 ",,,,
7004,03/22/2012,,"60,725.00 ",,,,
7004,06/19/2012,,"65,680.32 ",,,,
7004,09/20/2012,,"64,246.04 ",,,,
7004,12/20/2012,,"71,825.45 ",,,,
7004,03/21/2013,,"68,442.83 ",,,,
7004,06/20/2013,,"59,455.50 ",,,,
7004,09/25/2013,,"42,276.54 ",,,,
7004,12/23/2013,,"40,471.25 ",,,,
7004,03/20/2014,,"969,370.60 ",,,,
7004,04/11/2014,,"207,112.97 ",,,,
7004,05/01/2014,,"101,646.17 ",,,,
7004,05/14/2014,,"1,245.53 ",,,,
7004,05/21/2014,,"55,843.59 ",,,,
7004,05/28/2014,,"70,347.99 ",,,,
7004,06/11/2014,,"30,921.66 ",,,,final payment 6/11/14  taxes filed to close fund 2014
7004,09/26/2017,"(2,036,170.91)",,,,,
7005,10/17/2008,"(4,281,071.00)",,,,,
7005,03/12/2010,,"200,000.00 ",,,,
7005,09/07/2010,,"65,000.00 ",,,,
7005,09/22/2010,,"25,000.00 ",,,,
7005,12/23/2010,,"25,000.00 ",,,,
7005,01/19/2011,,"50,000.00 ",,,,
7005,02/15/2011,,"25,000.00 ",,,,
7005,03/14/2011,,"35,000.00 ",,,,
7005,04/06/2011,,"35,000.00 ",,,,
7005,06/11/2011,,"35,000.00 ",,,,
7005,07/06/2011,,"5,250.00 ",,,,
7005,07/26/2011,,"20,000.00 ",,,,
7005,08/18/2011,,"5,000.00 ",,,,
7005,08/18/2011,,"15,000.00 ",,,,
7005,11/16/2011,,"8,564.52 ",,,,
7005,01/17/2012,,"30,000.00 ",,,,
7005,01/17/2012,,"40,000.00 ",,,,
7005,11/28/2012,,"60,000.00 ",,,,
7005,12/24/2012,,"60,000.00 ",,,,
7005,12/24/2012,,"25,000.00 ",,,,
7005,01/18/2013,,"50,000.00 ",,,,
7005,01/28/2014,,"60,000.00 ",,,,
7005,03/25/2014,,"50,000.00 ",,,,
7005,04/16/2014,,"6,100.00 ",,,,
7005,08/07/2014,"(525,000.00)",,,,,
7005,11/26/2014,"(700,000.00)",,,,,
7005,03/11/2015,"(300,000.00)",,,,,
7006,08/28/2003,"(1,000,000.00)",,,,,
7006,12/23/2003,,"54,053.87 ",,,,
7006,03/24/2004,,"50,646.99 ",,,,
7006,06/22/2004,,"40,631.57 ",,,,
7006,09/20/2004,,"37,442.45 ",,,,
7006,12/20/2004,,"31,533.86 ",,,,
7006,06/22/2005,,"21,464.92 ",,,,
7006,12/20/2005,,"19,850.27 ",,,,
7006,03/20/2006,,"15,820.59 ",,,,
7006,06/27/2006,,"29,733.60 ",,,,
7006,12/20/2006,,"35,486.45 ",,,,
7006,03/20/2007,,"36,123.00 ",,,,
7006,07/31/2007,,"37,710.08 ",,,,
7006,10/03/2007,,"17,356.92 ",,,,
7006,02/20/2008,,"14,071.03 ",,,,
7006,03/20/2008,,"30,415.57 ",,,,
7006,06/24/2008,,"65,045.45 ",,,,
7006,09/26/2008,,"20,333.65 ",,,,
7006,12/22/2008,,"17,679.51 ",,,,
7006,03/31/2009,,"24,981.55 ",,,,
7006,05/08/2013,,"168,200.16 ",,,,
7006,09/23/2013,,"4,736.23 ",,,,
7007,08/03/2009,"(5,000,000.00)",,,,,
7007,07/30/2010,"(5,000,000.00)",,,,,
7007,09/13/2012,,"14,024.00 ",,,,
7007,10/28/2013,,"47,195.00 ",,,,
7007,01/29/2014,,"5,000,000.00 ",,,,
7007,10/20/2014,,"10,045.00 ",,,,
7007,12/19/2014,,"5,418,228.00 ",,,,
7007,03/12/2015,,"596,418.92 ",,,,
7008,08/03/2009,,,,,,
7008,09/13/2012,,"24,997.00 ",,,,
7008,10/28/2013,,"44,235.00 ",,,,
7008,10/20/2014,,"42,343.00 ",,,,
7009,08/31/2000,"(46,712.00)",,,,,
7009,10/31/2000,"(98,096.00)",,,,,
7009,12/15/2000,"(23,356.00)",,,,,"Net of 14,014 capital returned"
7009,05/09/2001,"(58,595.00)",,,,,
7009,08/13/2001,"(18,685.00)",,,,,
7009,09/11/2001,"(51,383.00)",,,,,
7009,10/09/2001,"(63,314.00)",,,,,
7009,11/28/2001,"(163,493.00)",,,,,
7009,12/17/2001,"(56,055.00)",,,,,
7009,05/14/2002,"(16,939.00)",,,,,
7009,07/09/2002,"(119,116.00)",,,,,
7009,01/07/2003,"(171,455.00)",,,,,
7009,03/26/2003,"(159,272.00)",,,,,
7009,05/13/2003,"(37,407.00)",,,,,
7009,07/24/2003,"(11,275.00)","40,175.00 ",,,,
7009,08/27/2003,"(15,444.00)",,,,,
7009,09/29/2003,"(62,712.00)","19,566.00 ",,,,
7009,11/05/2003,"(120,169.00)","65,038.00 ",,,,
7009,12/10/2003,"(84,165.00)",,,,,
7009,01/29/2004,,"61,389.00 ",,,,
7009,02/26/2004,"(23,549.00)",,,,,
7009,04/29/2004,"(44,646.00)","89,186.00 ",,,,
7009,05/27/2004,"(39,277.00)","333,826.00 ",,,,"Includes 647 of ""other"" "
7009,06/28/2004,,"25,121.00 ",,,,
7009,08/24/2004,"(28,055.00)","74,432.00 ",,,,
7009,01/31/2005,"(155,537.00)","366,012.00 ",,,,
7009,03/31/2005,"(22,643.00)","45,699.00 ",,,,
7009,09/29/2005,"(264,076.00)","452,271.00 ",,,,
7009,03/02/2006,"(44,574.00)","245,866.00 ",,,,
7009,03/27/2006,,"67,724.00 ",,,,
7009,05/17/2006,,"59,123.00 ",,,,
7009,09/28/2006,,"262,760.00 ",,,,
7009,10/30/2006,,"90,594.00 ",,,,
7009,11/29/2006,,"195,739.00 ",,,,
7009,01/31/2007,,"95,921.00 ",,,,
7009,02/27/2007,,"60,171.00 ",,,,
7009,03/28/2007,,"40,012.00 ",,,,
7009,05/21/2007,,"58,261.00 ",,,,
7009,12/18/2007,,"220,474.00 ",,,,
7009,05/27/2008,,"30,783.00 ",,,,
7009,07/24/2008,,"104,176.00 ",,,,
7009,06/16/2009,,"36,411.00 ",,,,
7009,01/12/2010,,"66,215.00 ",,,,
7009,07/29/2010,,"27,640.00 ",,,,
7009,08/23/2010,,"92,872.00 ",,,,
7009,10/27/2010,,"144,145.00 ",,,,
7009,11/23/2010,,"74,597.00 ",,,,
7009,12/20/2010,,"114,535.00 ",,,,
7009,01/31/2011,,"18,563.00 ",,,,
7009,08/25/2011,,"21,235.00 ",,,,
7009,11/17/2011,,"39,599.00 ",,,,
7009,02/27/2012,,"19,633.00 ",,,,
7009,03/29/2012,,"17,585.00 ",,,,
7009,04/23/2012,,"91,937.00 ",,,,
7009,11/26/2012,,"127,402.00 ",,,,
7009,01/13/2013,,"9,933.00 ",,,,
7009,01/28/2014,,"11,924.00 ",,,,
7009,06/24/2014,,"29,653.07 ",,,,
7009,09/22/2014,,"44,015.00 ",,,,
7009,12/15/2014,,"36,201.00 ",,,,
7009,03/30/2015,,"73,059.00 ",,,,
7009,12/14/2015,,"39,234.00 ",,,,
7009,04/25/2016,,"28,905.00 ",,,,
7009,06/13/2016,,"37,057.00 ",,,,
7009,12/07/2016,,"117,243.00 ",,,,
7010,03/21/2001,"(2,000,000.00)",,,,,
7010,10/21/2015,,"6,355,626.08 ",,,,
7010,11/11/2015,,"702,320.73 ",,,,
7011,03/12/2013,"(3,000,000.00)",,,,,
7011,10/21/2015,,"2,793,892.09 ",,,,
7011,11/11/2015,,"308,737.06 ",,,,
7012,03/13/2000,"(135,000.00)",,,,,
7012,09/15/2000,"(45,000.00)",,,,,
7012,02/14/2001,"(30,000.00)",,,,,
7012,12/19/2001,,"63,901.00 ",,,,
7012,04/24/2002,"(90,000.00)",,,,,
7012,06/03/2002,"(23,405.00)",,,,,
7012,06/25/2002,"(262,500.00)",,,,,
7012,10/01/2002,"(381,000.00)",,,,,
7012,03/20/2003,"(300,370.00)",,,,,
7012,06/01/2003,"44,174.00 ",,,,,Recallable distribution
7012,09/01/2003,"(144,105.00)","144,105.00 ",,,,
7012,10/23/2003,,"145,493.00 ",,,,
7012,01/01/2004,"(105,566.00)","105,566.00 ",,,,
7012,01/29/2004,,"83,981.00 ",,,,
7012,04/01/2004,,"64,258.00 ",,,,
7012,04/27/2004,,"72,503.00 ",,,,
7012,06/30/2004,,"70,377.00 ",,,,
7012,07/29/2004,,"49,004.00 ",,,,
7012,08/31/2004,,"35,817.00 ",,,,
7012,10/28/2004,,"59,667.00 ",,,,
7012,02/24/2005,,"42,541.00 ",,,,
7012,07/28/2005,,"129,976.00 ",,,,
7012,09/01/2005,"(91,797.00)","91,797.00 ",,,,
7012,09/01/2005,"64,569.00 ",,,,,Recallable distribution
7012,03/22/2006,,"125,657.00 ",,,,
7012,09/28/2006,,"82,300.00 ",,,,
7012,11/28/2006,,"92,079.00 ",,,,
7012,10/29/2007,,"121,028.00 ",,,,
7012,01/29/2008,,"38,861.00 ",,,,
7012,01/27/2009,,"28,536.00 ",,,,
7012,05/28/2009,,"29,973.00 ",,,,
7012,03/25/2010,,"54,478.00 ",,,,
7012,06/30/2010,,"134,463.00 ",,,,
7012,12/15/2010,,"61,770.00 ",,,,
7012,01/13/2011,,"82,464.00 ",,,,
7012,05/19/2011,,"26,009.00 ",,,,
7012,09/04/2012,,"54,887.00 ",,,,
7012,12/30/2013,,"5,152.00 ",,,,
7013,05/04/2000,"(414,580.00)",,,,,
7013,07/06/2000,"(285,420.00)",,,,,
7013,10/31/2000,"(175,204.00)","6,086.00 ",,,,
7013,01/08/2001,"(175,108.00)","4,775.00 ",,,,
7013,11/21/2001,"(140,492.00)",,,,,4/1/02: 10% of capital commitment was released
7013,01/28/2003,"(162,117.00)","41,146.00 ",,,,
7013,05/09/2003,"(183,616.00)",,,,,
7013,01/01/2004,"34,382.00 ","(34,382.00)",,,,1/1/04: 10% of the capital commitment was released.
7013,03/15/2004,"(226,827.00)","88,819.00 ",,,,
7013,06/28/2004,"(100,093.00)","62,598.00 ",,,,
7013,12/22/2004,"(125,568.00)","29,890.00 ",,,,
7013,06/30/2005,"(93,991.00)","120,063.00 ",,,,
7013,12/19/2005,"(157,390.00)","54,602.00 ",,,,
7013,03/17/2006,"(75,716.00)","21,547.00 ",,,,
7013,06/16/2006,"(47,457.00)","54,946.00 ",,,,
7013,09/27/2006,"(59,217.00)","70,631.00 ",,,,
7013,05/10/2007,"(73,833.00)","97,681.00 ",,,,
7013,09/24/2007,"(31,007.00)","73,037.00 ",,,,
7013,12/10/2007,"(19,097.00)","63,084.00 ",,,,
7013,07/09/2008,"(45,680.00)","81,290.00 ",,,,
7013,03/05/2010,"(82,372.00)","172,236.00 ",,,,
7013,08/24/2010,"(12,262.00)","77,075.00 ",,,,
7013,10/29/2010,"(4,101.00)","38,650.00 ",,,,
7013,02/14/2011,"(10,531.00)","78,667.00 ",,,,
7013,07/08/2011,"(4,293.00)","62,904.00 ",,,,
7013,08/08/2011,"(4,867.00)","17,514.00 ",,,,
7013,09/09/2011,,"15,875.00 ",,,,
7013,10/31/2011,"(1,707.00)","22,765.00 ",,,,
7013,05/25/2012,"(6,212.00)","43,439.00 ",,,201,
7013,05/25/2012,"(1,520.92)",,,,101,
7013,08/28/2012,"(2,785.00)","25,930.00 ",,,,
7013,11/01/2012,"2,151.00 ","26,195.00 ",,,,refund of capital
7013,02/26/2013,"(3,420.00)","44,060.00 ",,,,
7013,06/13/2013,(911.00),"54,482.00 ",,,,
7013,11/06/2013,(840.00),"32,531.00 ",,,,
7013,04/10/2014,"(4,026.00)","82,753.00 ",,,,
7013,04/10/2014,(381.81),,,,101,
7013,08/08/2014,"(1,428.00)","34,201.00 ",,,,
7013,12/30/2014,"(1,418.00)","32,444.00 ",,,,
7013,06/10/2015,,"47,044.00 ",,,,
7013,12/31/2015,,"46,271.00 ",,,,
7013,04/20/2016,,"40,367.00 ",,,,
7013,07/14/2016,,"32,079.00 ",,,,
7013,10/13/2016,,"28,605.00 ",,,,
7013,12/21/2018,,"31,108.00 ",,,,
7014,04/29/2005,"(2,000,000.00)",,,,,
7014,08/03/2005,,"62,517.62 ",,,,
7014,11/03/2005,,"80,000.00 ",,,,
7014,12/16/2005,,294.94 ,,,,
7014,02/03/2006,,"80,000.00 ",,,,
7014,05/03/2006,,"80,000.00 ",,,,
7014,08/03/2006,,"80,000.00 ",,,,
7014,11/03/2006,,"80,000.00 ",,,,
7014,02/05/2007,,"81,777.78 ",,,,
7014,05/03/2007,,"78,222.22 ",,,,
7014,08/06/2007,,"80,000.00 ",,,,
7014,11/06/2007,,"81,777.78 ",,,,
7014,02/04/2008,,"79,111.11 ",,,,received final notice 7/2016. taxes (loss) to be filed with 2016 returns
7015,07/08/2011,"(5,999,988.99)",,,,,
7015,07/23/2012,,"20,233,820.00 ",,,,
7016,01/20/2004,"(150,000.00)",,,,,
7016,09/13/2004,"(240,000.00)",,,,,
7016,01/20/2005,"(30,000.00)",,,,101,Placement fee - not applied to capital commitment
7016,02/28/2005,"78,000.00 ",,,,,Recallable
